Record ID Number, ,NID ID,Primary Owner Type,Primary Purpose,latitude,longitude,City,County,Tract_Code,Tracts,Disadvantaged,State,Zip_Code,Congressional District,NID Height (Ft),NID Height Category,Year Completed,Year Completed Category,NID Storage (Acre-Ft),Normal Storage (Acre-Ft),Data Last Updated,Last Inspection Date,Inspection Frequency_Years,Hazard Potential Classification,Condition Assessment,Condition Assessment Date,EAP Prepared,Tract_Code,Block_Code,,Total_Population_Tract,White_Alone_Tract,White_Alone_Tract_Pct,Black_Alone_Tract,Black_Alone_Tract_Pct,Total_Population_Block,White_Alone_Block,White_Alone_Block_Pct,Black_Alone_Block,Black_Alone_Block_PCT
1380,Jco Farms Dam,SC02653,Private,Irrigation,32.9679,-81.2926,Fairfax,Allendale,970500,970500Allendale,,South Carolina,29827,"South Carolina, Congressional District 06",19,Less than 25 feet,1993,1990-1999,382,237,9/15/2023,8/22/2017,5,Low,Fair,8/22/2017,Not Required,970500,4005,,4041,1301,32.20%,2519,62.34%,22,10,45.45%,10,45.45%
1381,Brady Porth Dam,SC02589,Private,Irrigation,34.0244,-81.3149,Lexington,Lexington,021021,021021Lexington,FALSE,South Carolina,29072,"South Carolina, Congressional District 02",13,Less than 25 feet,,Undetermined,20,13.2,9/15/2023,3/17/2023,2,High,Poor,3/17/2023,Yes,21021,1009,,1957,1807,92.34%,13,0.66%,408,398,97.55%,0,0.00%
1382,John Long Dam,SC02551,Private,Irrigation,34.3154,-81.6734,Newberry,Newberry,950300,950300Newberry,TRUE,South Carolina,29108,"South Carolina, Congressional District 03",29,25-50 feet,1990,1990-1999,175,115,9/15/2023,10/4/2017,5,Low,Fair,10/4/2017,Not Required,950300,3039,,3165,2262,71.47%,707,22.34%,49,40,81.63%,4,8.16%
1383,Shepherds Pond Dam,SC01158,Private,Recreation,34.7303,-80.9944,Richburg,Chester,020700,020700Chester,FALSE,South Carolina,29729,"South Carolina, Congressional District 05",34,25-50 feet,1978,1970-1979,295,212,9/15/2023,10/18/2017,5,Low,Poor,10/18/2017,Not Required,20700,2012,,2006,1284,64.01%,506,25.22%,86,75,87.21%,8,9.30%
1384,Padgetts Pond Dam,SC01254,Private,Recreation,33.8625,-81.6186,Ridge Spring,Saluda,960400,960400Saluda,TRUE,South Carolina,29129,"South Carolina, Congressional District 03",21,Less than 25 feet,1950,1950-1959,97,25,9/15/2023,10/11/2017,5,Low,Poor,10/11/2017,Not Required,960400,2061,,2770,1622,58.56%,835,30.14%,17,8,47.06%,9,52.94%
1385,Frank Mcmakin Dam,SC02209,Private,Recreation,34.9835,-82.1599,Lyman,Spartanburg,023004,023004Spartanburg,,South Carolina,29365,"South Carolina, Congressional District 04",40,25-50 feet,1959,1950-1959,158,128,9/15/2023,3/2/2022,3,Significant,Fair,3/2/2022,Yes,23004,1013,,8703,6258,71.91%,1108,12.73%,54,45,83.33%,1,1.85%
1386,Lithium Corp Pond Dam,SC02199,Private,Other,34.9158,-81.7777,Pacolet,Spartanburg,023902,023902Spartanburg,,South Carolina,29372,"South Carolina, Congressional District 04",14,Less than 25 feet,1959,1950-1959,79,43,9/15/2023,6/22/2017,5,Low,Poor,6/22/2017,Not Required,23902,1007,,3533,2678,75.80%,566,16.02%,3,1,33.33%,2,66.67%
1387,Bolins Pond,SC01179,Private,Recreation,34.736,-81.1591,Chester,Chester,020602,020602Chester,FALSE,South Carolina,29706,"South Carolina, Congressional District 05",23,Less than 25 feet,1974,1970-1979,132,72,9/15/2023,10/19/2017,5,Low,Poor,10/19/2017,Not Required,20602,1029,,3997,2679,67.03%,1021,25.54%,115,101,87.83%,9,7.83%
1388,Raiford Pond Dam,SC01150,Private,Recreation,33.6719,-81.9814,North Augusta,Edgefield,970502,970502Edgefield,FALSE,South Carolina,29860,"South Carolina, Congressional District 03",23,Less than 25 feet,1977,1970-1979,77,55,9/15/2023,8/1/2017,5,Low,Fair,8/1/2017,Not Required,970502,1010,,5276,4396,83.32%,496,9.40%,20,17,85.00%,0,0.00%
1389,Morgan/Mclane Pond Dam,SC01144,Private,Recreation,33.6966,-81.9879,Edgefield,Edgefield,970502,970502Edgefield,FALSE,South Carolina,29824,"South Carolina, Congressional District 03",31,25-50 feet,1977,1970-1979,65,48,9/15/2023,8/3/2017,5,Low,Poor,8/3/2017,Not Required,970502,1004,,5276,4396,83.32%,496,9.40%,64,63,98.44%,0,0.00%
1390,Florence T Hall Dam,SC02268,Private,Other,33.836,-81.5412,Batesburg,Aiken,020100,020100Aiken,FALSE,South Carolina,29006,"South Carolina, Congressional District 02",15,Less than 25 feet,,Undetermined,22,18,9/11/2024,10/24/2023,2,High,Fair,10/24/2023,Yes,20100,3031,,4877,3203,65.68%,1012,20.75%,0,0,0.00%,0,0.00%
1391,Capers Millpond Dam,SC01297,Private,"Fire Protection, Stock, Or Small Fish Pond",33.5771,-81.2903,Salley,Aiken,021800,021800Aiken,,South Carolina,29137,"South Carolina, Congressional District 02",16,Less than 25 feet,1931,1930-1939,102,42,9/11/2024,3/19/2024,2,High,Poor,3/19/2024,Yes,21800,1006,,2433,1434,58.94%,850,34.94%,5,0,0.00%,4,80.00%
1392,Whetstone Fishing Lake,SC02133,Private,Recreation,33.4009,-81.073,Cope,Orangeburg,011801,011801Orangeburg,,South Carolina,29038,"South Carolina, Congressional District 02",12,Less than 25 feet,1958,1950-1959,78,35,10/10/2023,1/10/2023,2,High,Fair,1/10/2023,Yes,11801,1066,,993,568,57.20%,370,37.26%,14,7,50.00%,7,50.00%
1393,Warlick Pond Dam,SC02162,Private,Irrigation,35.0387,-81.2866,York,York,061503,061503York,,South Carolina,29745,"South Carolina, Congressional District 05",24,Less than 25 feet,1955,1950-1959,120,97,9/15/2023,8/23/2017,5,Low,Poor,8/23/2017,Not Required,61503,1007,,3410,2887,84.66%,114,3.34%,136,135,99.26%,0,0.00%
1394,Mountain Lake Dam,SC01755,State,Recreation,34.9361,-82.3906,Greenville,Greenville,002701,002701Greenville,FALSE,South Carolina,29609,"South Carolina, Congressional District 04",40,25-50 feet,1889,Before 1900,53,46,9/11/2024,12/20/2023,2,High,Fair,12/20/2023,Yes,2701,1049,,4551,4014,88.20%,116,2.55%,58,47,81.03%,0,0.00%
1395,Connelly Pond Dam,SC01727,Private,Recreation,35.0301,-82.5507,Marietta,Greenville,004102,004102Greenville,FALSE,South Carolina,29661,"South Carolina, Congressional District 04",19,Less than 25 feet,1957,1950-1959,137,55,9/15/2023,,5,Low,,,Not Required,4102,1034,,1069,992,92.80%,7,0.65%,11,10,90.91%,0,0.00%
1396,Stewarts Pond Dam,SC01749,Private,Recreation,34.6426,-82.4424,Pelzer,Greenville,003301,003301Greenville,TRUE,South Carolina,29669,"South Carolina, Congressional District 03",21,Less than 25 feet,1970,1970-1979,57,46,9/15/2023,5/10/2017,5,Low,Fair,5/10/2017,Not Required,3301,1013,,6571,4417,67.22%,1373,20.89%,49,44,89.80%,0,0.00%
1397,Lake Diana Dam,SC00710,Private,Recreation,34.921,-82.8674,Sunset,Pickens,010201,010201Pickens,,South Carolina,29685,"South Carolina, Congressional District 03",22,Less than 25 feet,1944,1940-1949,82,45,9/15/2023,6/14/2023,2,High,Fair,6/14/2023,Yes,10201,2000,,1466,1386,94.54%,8,0.55%,39,36,92.31%,1,2.56%
1398,Mcgrady Dam,SC03564,Private,Recreation,32.8472,-80.7728,Walterboro,Colleton,970301,970301Colleton,,South Carolina,29488,"South Carolina, Congressional District 06",10,Less than 25 feet,,Undetermined,758,207,9/11/2024,5/8/2024,2,High,Unsatisfactory,5/8/2024,No,970301,1032,,3962,2366,59.72%,1285,32.43%,48,45,93.75%,0,0.00%
1399,Campbell Lake Dam,SC00029,State,Recreation,34.5949,-79.9849,Patrick,Chesterfield,950602,950602Chesterfield,,South Carolina,29584,"South Carolina, Congressional District 07",16,Less than 25 feet,1930,1930-1939,365,220,9/15/2023,10/27/2017,5,Low,Poor,10/27/2017,Not Required,950602,2057,,3285,1523,46.36%,1537,46.79%,0,0,0.00%,0,0.00%
1400,Culler Dam,SC00406,Private,Recreation,33.55,-80.9544,Orangeburg,Orangeburg,012000,012000Orangeburg,TRUE,South Carolina,29118,"South Carolina, Congressional District 02",16,Less than 25 feet,1895,Before 1900,119,49,9/15/2023,7/20/2017,5,Low,Poor,7/20/2017,Not Required,12000,4063,,3723,1742,46.79%,1725,46.33%,10,2,20.00%,8,80.00%
1401,Gem Lakes Estates Association Dam,SC00380,Private,"Fire Protection, Stock, Or Small Fish Pond",33.5075,-81.7513,Aiken,Aiken,021201,021201Aiken,FALSE,South Carolina,29803,"South Carolina, Congressional District 02",25,25-50 feet,1968,1960-1969,86,32,9/11/2024,2/13/2024,2,High,Fair,2/13/2024,Yes,21201,1034,,6002,4735,78.89%,749,12.48%,38,29,76.32%,4,10.53%
1402,Byrds Lawn and Lands INC Dam,SC00681,Private,Irrigation,35.0331,-81.2462,York,York,061503,061503York,,South Carolina,29745,"South Carolina, Congressional District 05",27,25-50 feet,1947,1940-1949,184,144,9/15/2023,12/6/2022,2,High,Fair,12/6/2022,No,61503,1012,,3410,2887,84.66%,114,3.34%,65,64,98.46%,1,1.54%
1403,Browns Lake Dam,SC00520,Private,Recreation,34.7716,-83.0491,Walhalla,Oconee,030404,030404Oconee,,South Carolina,29691,"South Carolina, Congressional District 03",26,25-50 feet,1950,1950-1959,205,141,9/11/2024,8/29/2023,2,High,Fair,8/29/2023,Yes,30404,3022,,4142,3335,80.52%,122,2.95%,35,31,88.57%,1,2.86%
1404,Tyger Oak Dam 3,SC00759,Private,Recreation,35.0803,-82.0394,Inman,Spartanburg,022804,022804Spartanburg,,South Carolina,29349,"South Carolina, Congressional District 05",28,25-50 feet,1955,1950-1959,85,64,9/15/2023,2/9/2021,5,Low,Poor,2/9/2021,Yes,22804,3003,,5262,3982,75.67%,692,13.15%,407,384,94.35%,11,2.70%
1405,Asbury Hills Dam,SC01716,Private,Recreation,35.081,-82.6394,Cleveland,Greenville,004102,004102Greenville,FALSE,South Carolina,29635,"South Carolina, Congressional District 04",30,25-50 feet,1960,1960-1969,54,40,9/11/2024,8/13/2024,2,High,Fair,8/13/2024,Yes,4102,2022,,1069,992,92.80%,7,0.65%,12,12,100.00%,0,0.00%
1406,Lake Leroy Dam,SC00510,Private,Recreation,34.8702,-83.1501,Mountain Rest,Oconee,030100,030100Oconee,TRUE,South Carolina,29664,"South Carolina, Congressional District 03",50,51-100 feet,1960,1960-1969,1584,1230,9/15/2023,2/9/2023,2,High,Fair,2/9/2023,Yes,30100,2025,,4164,3916,94.04%,18,0.43%,0,0,0.00%,0,0.00%
1407,Aiken Outing Club Dam,SC00302,Private,Recreation,33.5947,-81.7611,Aiken,Aiken,020304,020304Aiken,,South Carolina,29801,"South Carolina, Congressional District 02",24,Less than 25 feet,1960,1960-1969,104,56,9/11/2024,8/24/2023,2,High,Fair,8/24/2023,Yes,20304,1018,,4757,2727,57.33%,1512,31.78%,53,31,58.49%,14,26.42%
1408,Colonial Lake Dam,SC00458,Private,Other,34.3159,-80.6055,Camden,Kershaw,970604,970604Kershaw,,South Carolina,29020,"South Carolina, Congressional District 05",17,Less than 25 feet,1873,Before 1900,680,364,9/11/2024,5/22/2024,2,High,Fair,5/22/2024,Yes,970604,2103,,2730,1973,72.27%,504,18.46%,0,0,0.00%,0,0.00%
1409,A C Thomas Dam,SC01005,Private,Recreation,32.9931,-81.0589,Brunson,Hampton,920100,920100Hampton,TRUE,South Carolina,29911,"South Carolina, Congressional District 06",22,Less than 25 feet,1960,1960-1969,88,48,9/15/2023,11/15/2017,5,Low,Poor,11/15/2017,Not Required,920100,1000,,2281,1554,68.13%,625,27.40%,9,9,100.00%,0,0.00%
1410,Mulberry Picnic Pond Dam,SC01475,Private,Recreation,34.1964,-80.565,Camden,Kershaw,970700,970700Kershaw,TRUE,South Carolina,29020,"South Carolina, Congressional District 05",8,Less than 25 feet,,Undetermined,100,40,9/15/2023,4/10/2017,5,Low,Poor,4/10/2017,Not Required,970700,1015,,1612,940,58.31%,590,36.60%,87,84,96.55%,3,3.45%
1411,Mishoe Pond Dam,SC02009,Private,Recreation,33.9816,-78.9965,Conway,Horry,070701,070701Horry,FALSE,South Carolina,29526,"South Carolina, Congressional District 07",13,Less than 25 feet,1960,1960-1969,65,53,9/15/2023,4/4/2022,3,Significant,Fair,4/4/2022,Yes,70701,1000,,6589,4854,73.67%,1018,15.45%,7,3,42.86%,3,42.86%
1412,Lower Chestnut Lake Dam,SC02002,Private,Recreation,33.7772,-78.7838,Myrtle Beach,Horry,050200,050200Horry,FALSE,South Carolina,29572,"South Carolina, Congressional District 07",8,Less than 25 feet,1965,1960-1969,42,25,9/15/2023,8/22/2022,3,Significant,Not Rated,8/22/2022,No,50200,1005,,2006,1859,92.67%,28,1.40%,437,420,96.11%,4,0.92%
1413,Perkins Pond Dam,SC01595,Private,Recreation,33.5809,-80.5945,Elloree,Calhoun,950400,950400Calhoun,TRUE,South Carolina,29047,"South Carolina, Congressional District 06",19,Less than 25 feet,1965,1960-1969,53,31,9/15/2023,3/6/2017,5,Low,Fair,3/6/2017,Not Required,950400,2011,,3112,1817,58.39%,1130,36.31%,81,47,58.02%,33,40.74%
1414,Rholetter Pond Dam,SC01197,Private,Recreation,34.7058,-83.2906,Westminster,Oconee,030100,030100Oconee,TRUE,South Carolina,29693,"South Carolina, Congressional District 03",29,25-50 feet,1975,1970-1979,55,40,9/11/2024,10/17/2023,3,Significant,Fair,10/17/2023,No,30100,4040,,4164,3916,94.04%,18,0.43%,0,0,0.00%,0,0.00%
1415,Leaird Pond Dam,SC01901,Private,Recreation,34.6617,-80.3166,Mount Croghan,Chesterfield,950200,950200Chesterfield,TRUE,South Carolina,29727,"South Carolina, Congressional District 07",20,Less than 25 feet,1965,1960-1969,62,37,9/15/2023,10/24/2017,5,Low,Poor,10/24/2017,Not Required,950200,1030,,4113,2801,68.10%,964,23.44%,66,56,84.85%,1,1.52%
1416,Paris Mountain Reservoir 3,SC00004,State,Water Supply,34.9528,-82.3932,Travelers Rest,Greenville,002701,002701Greenville,FALSE,South Carolina,29690,"South Carolina, Congressional District 04",50,51-100 feet,1905,1900-1909,830,730,9/11/2024,12/20/2023,2,High,Fair,12/20/2023,Yes,2701,1043,,4551,4014,88.20%,116,2.55%,115,98,85.22%,3,2.61%
1417,Ew Noland Pond Dam,SC02220,Private,"Fire Protection, Stock, Or Small Fish Pond",35.0499,-82,Boiling Springs,Spartanburg,022405,022405Spartanburg,FALSE,South Carolina,29316,"South Carolina, Congressional District 05",20,Less than 25 feet,1961,1960-1969,72,39,9/15/2023,7/6/2022,2,High,Fair,7/6/2022,Yes,22405,2010,,4109,3308,80.51%,312,7.59%,902,797,88.36%,66,7.32%
1418,Garren Lake Dam,SC01804,State,Recreation,35.034,-82.6089,Cleveland,Pickens,010100,010100Pickens,FALSE,South Carolina,29635,"South Carolina, Congressional District 03",34,25-50 feet,1956,1950-1959,192,160,9/15/2023,6/12/2017,5,Low,Fair,6/12/2017,Not Required,10100,3027,,3265,3071,94.06%,33,1.01%,11,8,72.73%,0,0.00%
1419,Albert Taylor Pond Dam 2,SC01797,Private,Recreation,34.6741,-82.2681,Simpsonville,Greenville,003016,003016Greenville,,South Carolina,29680,"South Carolina, Congressional District 03",31,25-50 feet,1967,1960-1969,51,35,9/15/2023,5/17/2017,5,Low,Poor,5/17/2017,Not Required,3016,1021,,5131,3795,73.96%,696,13.56%,400,324,81.00%,34,8.50%
1420,Wayne Galloway Dam,SC02728,Private,Recreation,34.7639,-83.0998,Walhalla,Oconee,030100,030100Oconee,TRUE,South Carolina,29691,"South Carolina, Congressional District 03",30,25-50 feet,1996,1990-1999,25,20,9/15/2023,4/26/2017,5,Low,Poor,4/26/2017,Not Required,30100,3027,,4164,3916,94.04%,18,0.43%,177,171,96.61%,0,0.00%
1421,Jim Weisner Dam,SC02727,Private,Irrigation,34.6603,-82.4781,Pelzer,Anderson,010300,010300Anderson,FALSE,South Carolina,29669,"South Carolina, Congressional District 03",34,25-50 feet,1996,1990-1999,20,15,9/15/2023,6/6/2017,5,Low,Poor,6/6/2017,Not Required,10300,2004,,4240,3637,85.78%,179,4.22%,404,345,85.40%,4,0.99%
1422,Holman Pond Dam,SC01584,Private,Recreation,33.5415,-80.676,Cameron,Calhoun,950400,950400Calhoun,TRUE,South Carolina,29030,"South Carolina, Congressional District 06",15,Less than 25 feet,1970,1970-1979,86,53,9/15/2023,3/9/2017,5,Low,Fair,3/9/2017,Not Required,950400,3031,,3112,1817,58.39%,1130,36.31%,17,7,41.18%,9,52.94%
1423,Strom Dam,SC02492,Private,Recreation,35.0976,-82.4759,Marietta,Greenville,004004,004004Greenville,,South Carolina,29661,"South Carolina, Congressional District 04",19,Less than 25 feet,,Undetermined,35,20,9/15/2023,11/22/2021,2,High,Fair,11/22/2021,Yes,4004,1044,,1793,1690,94.26%,15,0.84%,151,151,100.00%,0,0.00%
1424,Genoa Group Dam,SC02454,Private,Recreation,33.5248,-80.9238,Orangeburg,Orangeburg,010902,010902Orangeburg,,South Carolina,29118,"South Carolina, Congressional District 02",13,Less than 25 feet,,Undetermined,52,30,9/15/2023,7/18/2017,5,Low,Poor,7/18/2017,Not Required,10902,4018,,6374,2016,31.63%,3795,59.54%,130,31,23.85%,76,58.46%
1425,Praters Creek Dam,SC01377,Private,Flood Risk Reduction,34.8459,-82.7786,Pickens,Pickens,010301,010301Pickens,,South Carolina,29671,"South Carolina, Congressional District 03",49,25-50 feet,1956,1950-1959,550,50,9/11/2024,2/8/2024,2,High,Fair,2/8/2024,Yes,10301,1014,,3397,3173,93.41%,13,0.38%,10,9,90.00%,0,0.00%
1426,Charles Allen Dam,SC02764,Private,Fish and Wildlife Pond,34.6695,-81.7617,Buffalo,Union,030700,030700Union,FALSE,South Carolina,29321,"South Carolina, Congressional District 05",34,25-50 feet,1998,1990-1999,100,37.5,9/15/2023,9/21/2017,5,Low,Poor,9/21/2017,Not Required,30700,2023,,3098,2379,76.79%,622,20.08%,21,16,76.19%,0,0.00%
1427,Lake Edwin Johnson Dam,SC00740,State,Recreation,34.8792,-81.8378,Spartanburg,Spartanburg,023901,023901Spartanburg,,South Carolina,29302,"South Carolina, Congressional District 04",36,25-50 feet,1942,1940-1949,570,420,9/15/2023,12/21/2022,3,Significant,Fair,12/21/2022,Yes,23901,1051,,1389,1124,80.92%,189,13.61%,0,0,0.00%,0,0.00%
1428,  ,SC02297,Private,Recreation,34.7454,-81.0165,Richburg,Chester,020700,020700Chester,FALSE,South Carolina,29729,"South Carolina, Congressional District 05",30,25-50 feet,1988,1980-1989,117,86,9/15/2023,10/19/2017,5,Low,Poor,10/19/2017,Not Required,20700,2001,,2006,1284,64.01%,506,25.22%,172,147,85.47%,20,11.63%
1429,Brown Springs Pond Dam,SC01876,State,Recreation,34.5386,-80.0245,Patrick,Chesterfield,950701,950701Chesterfield,,South Carolina,29584,"South Carolina, Congressional District 07",23,Less than 25 feet,1968,1960-1969,72,51,9/10/2024,10/27/2017,5,Low,Fair,10/27/2017,Not Required,950701,2005,,3454,2854,82.63%,207,5.99%,24,22,91.67%,2,8.33%
1430,Anthony Lake Dam 1,SC01779,Private,Recreation,35.0553,-82.3385,Taylors,Greenville,002403,002403Greenville,FALSE,South Carolina,29687,"South Carolina, Congressional District 04",26,25-50 feet,1972,1970-1979,141,105,9/11/2024,8/12/2024,2,High,Fair,8/12/2024,Yes,2403,1013,,4524,4165,92.06%,46,1.02%,42,31,73.81%,2,4.76%
1431,Mizell/Keller Pond Dam,SC02564,Private,Recreation,33.5849,-80.61,Elloree,Calhoun,950400,950400Calhoun,TRUE,South Carolina,29047,"South Carolina, Congressional District 06",30,25-50 feet,,Undetermined,65,45.6,9/15/2023,3/1/2017,5,Low,Fair,3/1/2017,Not Required,950400,2012,,3112,1817,58.39%,1130,36.31%,5,2,40.00%,3,60.00%
1432,H Taylor Blalock Reservoir Dam,SC02480,Local Government,Water Supply,35.0527,-81.8632,Spartanburg,Spartanburg,022306,022306Spartanburg,,South Carolina,29307,"South Carolina, Congressional District 05",72,51-100 feet,,Undetermined,20000,14200,9/10/2024,4/5/2023,2,High,Fair,4/5/2023,Yes,22306,3004,,4417,3876,87.75%,211,4.78%,89,83,93.26%,1,1.12%
1433,Hartzogs Pond Dam,SC01679,Private,Recreation,33.3118,-81.2218,Denmark,Barnwell,970200,970200Barnwell,TRUE,South Carolina,29042,"South Carolina, Congressional District 02",16,Less than 25 feet,1959,1950-1959,98,56,9/15/2023,8/23/2017,5,Low,Poor,8/23/2017,Not Required,970200,3030,,3296,997,30.25%,2137,64.84%,8,8,100.00%,0,0.00%
1434,Fuller Pond Dam,SC01676,Private,Recreation,33.2034,-81.3592,Barnwell,Barnwell,970500,970500Barnwell,TRUE,South Carolina,29812,"South Carolina, Congressional District 02",19,Less than 25 feet,1946,1940-1949,441,243,9/15/2023,11/15/2022,2,High,Fair,11/15/2022,Yes,970500,1012,,3473,1645,47.37%,1661,47.83%,19,12,63.16%,5,26.32%
1435,L P Pitts Dam,SC02785,Private,Other,34.328,-82.0454,Waterloo,Laurens,921001,921001Laurens,TRUE,South Carolina,29384,"South Carolina, Congressional District 03",34,25-50 feet,1979,1970-1979,1006,549,9/15/2023,12/15/2022,3,Significant,Fair,12/15/2022,Yes,921001,2001,,2643,1785,67.54%,695,26.30%,13,12,92.31%,0,0.00%
1436,Reno Lake Dam,SC01517,Private,Other,34.6883,-81.5743,Union,Union,030500,030500Union,FALSE,South Carolina,29379,"South Carolina, Congressional District 05",15,Less than 25 feet,1930,1930-1939,87,52,9/15/2023,9/18/2017,5,Low,Poor,9/18/2017,Not Required,30500,1022,,2053,1489,72.53%,454,22.11%,65,59,90.77%,3,4.62%
1437,Spiveys Millpond Dam,SC01962,Private,Recreation,34.3552,-79.1514,Lake View,Dillon,970500,970500Dillon,TRUE,South Carolina,29563,"South Carolina, Congressional District 07",8,Less than 25 feet,1810,Before 1900,51,28,9/15/2023,6/20/2023,2,High,Poor,6/20/2023,No,970500,4016,,3731,2168,58.11%,1336,35.81%,9,1,11.11%,6,66.67%
1438,Mclaurin Pond Dam,SC01441,Private,Recreation,33.8406,-80.3419,Sumter,Sumter,001902,001902Sumter,TRUE,South Carolina,29150,"South Carolina, Congressional District 06",16,Less than 25 feet,1965,1960-1969,125,77,9/15/2023,4/18/2017,5,Low,Poor,4/18/2017,Not Required,1902,2037,,5305,2898,54.63%,1949,36.74%,193,155,80.31%,22,11.40%
1439,Westvaco Dam 2,SC00964,State,Recreation,33.1029,-79.8479,Cordesville,Berkeley,020401,020401Berkeley,TRUE,South Carolina,29434,"South Carolina, Congressional District 01",17,Less than 25 feet,1960,1960-1969,750,333,9/15/2023,12/1/2017,5,Low,Poor,12/1/2017,Not Required,20401,2111,,3890,2471,63.52%,1172,30.13%,0,0,0.00%,0,0.00%
1440,Gh Southerland Dam,SC02184,Private,Recreation,34.6418,-81.8419,Enoree,Spartanburg,023700,023700Spartanburg,TRUE,South Carolina,29335,"South Carolina, Congressional District 04",19,Less than 25 feet,1964,1960-1969,56,46,9/15/2023,6/28/2017,5,Low,Unsatisfactory,6/28/2017,Not Required,23700,1079,,4304,3567,82.88%,323,7.50%,9,0,0.00%,3,33.33%
1441,W O Dominick Pond Dam,SC02552,Private,Recreation,34.1122,-81.505,Prosperity,Newberry,950604,950604Newberry,,South Carolina,29127,"South Carolina, Congressional District 03",20,Less than 25 feet,,Undetermined,65,45,9/15/2023,10/12/2017,5,Low,Poor,10/12/2017,Not Required,950604,4023,,3809,3377,88.66%,252,6.62%,29,26,89.66%,1,3.45%
1442,Clark Pond Dam,SC01127,Private,Recreation,33.73,-81.8427,Trenton,Edgefield,970400,970400Edgefield,TRUE,South Carolina,29847,"South Carolina, Congressional District 03",13,Less than 25 feet,1979,1970-1979,80,40,9/15/2023,8/1/2017,5,Low,Poor,8/1/2017,Not Required,970400,2027,,3323,1648,49.59%,1364,41.05%,15,8,53.33%,7,46.67%
1443,Batesburg Reservoir Dam,SC01180,Local Government,Recreation,33.8943,-81.5289,Batesburg,Lexington,021402,021402Lexington,TRUE,South Carolina,29006,"South Carolina, Congressional District 02",32,25-50 feet,1935,1930-1939,402,320,9/15/2023,6/26/2023,2,High,Poor,6/26/2023,Yes,21402,1041,,3835,1926,50.22%,1560,40.68%,7,4,57.14%,1,14.29%
